the_geom,cartodb_id,cod,objectid,code,column_1512835263649
0106000020E610000001000000010300000001000000380200006E6A672077CE52C0B04D5B4E210A4440836AF99E76CE52C043BFA8371F0A4440AE1FEF7A6ECE52C0259E9AE6240A44405FF294556ECE52C0FAC2A0FF240A4440009A2FF76BCE52C0F1FC24B61C0A4440F680357369CE52C0FFB4C642150A444040C461FB62CE52C0D8013601FE094440A7E0E91361CE52C0065F2E3BF209444072E7FBF95DCE52C02F35EC3AE409444008488E055BCE52C07BD3E2DDD7094440037C0E2757CE52C0AE702018CD094440987D56D052CE52C0658FEE09BF094440F29E43B14FCE52C02304D01FB2094440F623EC904DCE52C0AA89A3C9A8094440819F70A04BCE52C028E55EEA9E094440948F19AA47CE52C06DAC38A78F0944408CE44AE445CE52C05C17045586094440E6BBE6DD45CE52C03B85DF2C7E094440234E80B846CE52C0DA323854760944409345502E49CE52C08244DBBC6D09444016CEE74A4CCE52C03A65622A68094440F181FCFE54CE52C04F10BCDB5C0944403F96FF485DCE52C0F9818ECB5409444028F8675762CE52C05B73F04E4F0944401AC5C1F267CE52C0E90D21C24809444055746A4D6CCE52C0854003F842094440210D97496DCE52C00F342E933D0944403BD7AC7E6FCE52C0D648E30C39094440496C755F70CE52C0E5C0A72E33094440A21B0BB570CE52C0D4C1A9F23009444021F4164970CE52C0A5BB9D152B094440AA4F4D416ECE52C01A8C101A2609444081E5E6016CCE52C07CC1D34823094440CB70344169CE52C055BBEE151F094440A5ABBB7865CE52C03612DE3519094440E81F89FC60CE52C0DADE4F08130944406E612AFB5BCE52C02B24B3490C0944400F55D4B754CE52C055A7E74403094440357E56854ECE52C086428106FA084440C2AE4A8549CE52C0675D5402F3084440B3BB374746CE52C06577209DEC084440C53ECAFE42CE52C084833B64E80844400E3419EA3FCE52C023ECA0D1E20844403226C1DF3DCE52C06F2B2061DE0844404BB3088D3CCE52C05865826DD908444024CEADCD39CE52C023890AF5D40844409DBA136136CE52C0930F5FD3CE084440B333A30F31CE52C06E396AE4C508444070ABA9DA29CE52C0E0499CE2B90844400112848C23CE52C0307760F7AC084440BACEC15C20CE52C0D14B3795A3084440305304011ECE52C04926F2399D084440B28A4B651DCE52C03D91FBC19A084440F91A48DA1CCE52C0F322D98D98084440D89EDA691CCE52C064802CA4930844402927B9261BCE52C0E343156E8B084440E0A0B0401ACE52C096A6E4B082084440C05CB7181BCE52C0312653637B08444081A3DE401CCE52C09C290D4676084440E67794D920CE52C0492102F66C0844407A07929225CE52C04887565F66084440041656342DCE52C0D7B9E98F5B084440DB6091E533CE52C0BDE770B3530844405AAABDC23DCE52C07F0FDE854C08444087167ACC45CE52C069FB0C6448084440DEE4EB494ACE52C0A89544C844084440A46B6D054DCE52C03A03818D4008444072F7D72E4ECE52C0985FAB2A3B08444018FC1B084FCE52C084FC8C97330844400476A2434ECE52C05F5E384E2D084440E6C7EB3B4CCE52C0043EA452280844402F466F2348CE52C05006434220084440D12C97E143CE52C061ED455F17084440EF31A4A33FCE52C07A79A8AB0D084440030434C03BCE52C0851005FC03084440D0E50D1339CE52C07CFE02B6FB074440DEDB06CC37CE52C0CA398B50F40744407BB341B236CE52C0741B11EDEC0744406DA4ED2F33CE52C099AFDE61D80744403357EC8930CE52C0C390639DCE07444053103E3B2DCE52C0166D543CC2074440B193F1882ACE52C09A70760CBB07444091CB75D127CE52C091BBBEF2B4074440F7AE9D0F25CE52C08A2E5605B1074440889B2F9621CE52C089A5089BAD074440821D7C051FCE52C0ADC6FFDEA80744401C83E7511CCE52C05DC1A8F4A107444080A784581ACE52C063C422FC990744403FB1C2EA18CE52C03784F938910744400187059714CE52C081949E9F82074440CF79E6A211CE52C0B430854276074440535D7ACC0ECE52C0F3D3DF296D07444084981B7F0ACE52C09FE5A8B866074440ACDBC18E07CE52C08A18C60E6307444006D57F2B03CE52C00216DEB757074440A3D3883CFFCD52C0366B017A50074440DCB56A86FCCD52C00BBEB91A4A074440CB03B282FACD52C03AC77E4E4407444028E9D7A1F8CD52C08E978FB04007444079FE9B50F6CD52C0B839F22838074440B2AB5622F3CD52C061ED36812E074440DD0EFE89F1CD52C043D7F53025074440B25ADD34F1CD52C0CA2BFA921A074440F2910900F1CD52C02C94144517074440CCDDAC63F0CD52C0B47E297D0D0744408D74B5DEEFCD52C0F783446803074440FF4CA654EECD52C00D6D161BF70644408AC2845BECCD52C0521CB29EE5064440D5811E00EACD52C05E4B8CBFD5064440053A48DCE6CD52C006BD7CEBC9064440BD1D0386E3CD52C0E755982BBF0644401563BCEDDFCD52C0F6764FC2B8064440062C6F54D8CD52C04CDCA9E8AE064440A7CBBC55CFCD52C05865A60BA406444013FEB67BC9CD52C0CB66175C9B064440F032AA3CC6CD52C0BFED4F3C9506444062A9ABD1C2CD52C03AD7FED48E064440AD0C8DE1BECD52C01A049CDC8706444026A33D8BBACD52C0F49133E77C064440822DE271BACD52C0DB5C23A77C064440B0C8640AB3CD52C084B10F946106444023E5E6CDB0CD52C019EA48015706444036FA4DA3AECD52C0A3479FB148064440425A0DBDACCD52C07BF2B9A13F064440A8905011AACD52C06A17B5C7380644404ED74B3FA7CD52C05058126B330644404A0F81EAA3CD52C0B967DA572F06444031E26771A1CD52C0BF018FEE2A064440DD93D9689BCD52C0DA02E8AF2106444043D9E7B497CD52C057F43BF81D064440DF4A35E793CD52C0A5FE1C20190644409F677E9A90CD52C099D0445E130644407A19E6A48DCD52C0006C77EF0E06444083F1A3A58BCD52C01DB6301B0B064440834D9B9D8ACD52C0C49D9BB107064440E45C8A978ACD52C04681987402064440A2A5B4E08BCD52C06FAB75C5FE054440C097C9E68ECD52C09B0535BFF2054440B095928490CD52C06AF8B666EA054440AFB2752192CD52C02103123EE2054440780C933B93CD52C01ED6D35EDB0544402E36E36194CD52C0B05BD16DBE054440F886848F94CD52C010E0C1E5B405444093B8DA3E94CD52C096C5E0B7AB054440DC6747CD93CD52C0943B50E8A2054440F727E44092CD52C065CAE89B9A0544408625524690CD52C072A77B4C8F054440C62267FD8DCD52C0EECA815787054440683B09368ACD52C0DBD1783081054440AD66C6B686CD52C0E3DCE2FD78054440F80993FF81CD52C0FF8A76616A05444023D7CC7D7FCD52C01DFDA74A61054440C6A692C07ECD52C090F601465B054440F0D616667ECD52C0FEC86A265405444074FC83C87CCD52C0B700635A4B0544400E4794707CCD52C05084917B49054440DDE43ADF79CD52C0A4FC17803B0544403B8ACD8B78CD52C065E2C647340544402BAD364F73CD52C00C93458427054440F607DDF270CD52C0AB88EB1F1D054440BA5C79956DCD52C049B1295F1405444054F6736D69CD52C006B46767080544402B67867C65CD52C0D6EC27F1FD04444072638C5362CD52C08FD16C41F7044440579A7E235ECD52C0785741F8EC044440CC44E4965ACD52C0911E4C93E70444404798351256CD52C04EEA79F3E10444406B885E2E51CD52C049EE34AFDC0444401C99F4764BCD52C0A16B5E12D6044440E2CBD40C43CD52C0C4AA311ACA044440985D64183FCD52C0E3904663C00444400CE903B33BCD52C0DFA51251B9044440A89178E837CD52C0CAAD645DAD044440292B57F336CD52C025100E07A6044440BB36CB4035CD52C01C03FC379F0444400093286633CD52C0BAE2F9459A0444408B33B76931CD52C0EF8E1EE2950444402DBF298730CD52C06A9FFC2A910444402204DF4B30CD52C08147C40C8A044440D79D376A2FCD52C02E01C925850444404DB9E1F42CCD52C0BB1D08FD7F0444407AB5EC3B2ACD52C0A4A296F07B0444404C7FFC6926CD52C0EAEF940778044440E59D78F321CD52C0880E1CF675044440C29C4C811CCD52C025E9246974044440559ED03713CD52C0F1CA301270044440526526DA0ECD52C0472FFE506F044440EA18A73A0ACD52C0D6E9684C6F0444403588984F06CD52C0FBEC009F70044440C4780A9F01CD52C09B777327740444403B2DB45EFFCC52C03EEDCC6B77044440793A39B6FCCC52C0DD5A25EA7C044440A0C0BE43F9CC52C0BFE78E8D85044440D03FEEF5F6CC52C07759929F8B044440739B47EEF3CC52C0E99073799104444000547EE0F1CC52C0CE5E8A2E970444402121410EF0CC52C062C4E9759D044440E567961FEECC52C09A975F2CA304444051B7BD20EACC52C0A82C849BA804444005F34D70E6CC52C00CA537B0AA044440629A91EBE2CC52C006CE7928AA0444405F80CA68E0CC52C0F00C57CDA7044440EC0D62E4DECC52C000252F5EA40444403DB64E8DDCCC52C0F7569B669F044440EE144466DBCC52C024DE99FB9B04444033FA70D5DACC52C0C24390B6990444401BCE97C5DACC52C0C9D6D28796044440B3EDE395DBCC52C007EDD91392044440A52C750ADBCC52C09E98C0AF8E044440F0598B8AD9CC52C0A6A35F518A044440541B0998D7CC52C090BB2FDF83044440A977BC1BD4CC52C0632BE61C7B044440D8665099D1CC52C0994CD235720444409C900D17D0CC52C0879D0BDB67044440CE63966DCECC52C0689D7A2D5F04444092E1F496CCCC52C0646D1DF052044440AA2DA04CCDCC52C061168B8B4D044440A8B6BD3ACFCC52C0BC73027941044440DA992E37D0CC52C0B041AD503A04444019ACA0CED0CC52C08FC6DFBA34044440E56D90A0D0CC52C03631EB5A3104444096CDDC96CFCC52C08210F9502E044440ECB93164CCCC52C0F8F766AF2904444074BE7C59C8CC52C0CB0477A424044440BCA0A052C7CC52C0B6C1476823044440691D1AD4C3CC52C0F6024E341F044440419DB1CFBFCC52C095A572DA180444400BF2D6CDBACC52C04045BF6413044440FD3A27C3B6CC52C0325CCA590E0444409577002DB4CC52C0654C438F090444408EE65A9BB1CC52C0196085D50304444039F1EEBFAFCC52C0758A4913FF034440D4A302B6ADCC52C0B5FC0409F70344401F6ED47AADCC52C0FD7FC8EAEF034440E15A55BAADCC52C082AAC631E9034440D4278FDDAECC52C07EEB2874E003444085D56363AFCC52C01192510FD8034440343A9FE5AFCC52C0F646DB69D0034440FD50D6DFB0CC52C0236E25B9C90344407FED8AB7B0CC52C0621C30AEBE03444023A72637AFCC52C04953B3F3B30344408F0050E0ADCC52C014B06788AD0344401C10C786ACCC52C0E5C3A3ACA70344407ECF91B2AACC52C0D4F3A66BA1034440FBDBFD69A8CC52C0C633887699034440AEBA2142A8CC52C0B2318DC3980344401BDF33BBA6CC52C0F70004E89103444038E068E3A4CC52C0529267668C0344402511D888A2CC52C07E53292E8803444073EC26E69FCC52C0B85D720186034440A8ED16B59ACC52C0277D84E783034440E39BB55D95CC52C043A8F24A830344407C5281238FCC52C03D901F83840344407E5D90FF89CC52C06C5E6F27860344409B643EAF83CC52C0993EC67F850344408615A93F7CCC52C03391624A860344404B52118277CC52C0D75B6214860344408E75A43A73CC52C0B087D332870344401C42FECB6ECC52C06C397AFE89034440EB06DE2869CC52C0B5CEBB2C8C0344409DBC3B2B64CC52C0237FA0538C034440F506CCCC5FCC52C0ECF00FC28B034440532FCCAD5DCC52C01F83151C8803444073C395C95CCC52C0AEEA96C483034440D1C95A215FCC52C0D84F62A47B03444070DFB00B62CC52C0C3338B6975034440C770298B64CC52C0437836F871034440CD93205766CC52C05059D1FF6C034440A590B17F69CC52C0270BBEC76603444096E0E61C6FCC52C0CD79765C5F0344407BA14D9E72CC52C0FA0EC3175A0344402628ED9C75CC52C0119B6D1C56034440C3401E5F78CC52C0CD19A2BE51034440041EFF627ACC52C0C255E6174E034440D9E960AA7BCC52C0FC338CC84A03444052C867947CCC52C0FB850C7547034440D2F225A17DCC52C09D388C634303444045EE458A7ECC52C056B5E33F400344409BFBBF187FCC52C0FD128C883C03444051394FD77ECC52C0748239B93603444062DCD71F7FCC52C0D6B3C5212E0344402A20931E80CC52C04BAEDA812603444028C5C07081CC52C049D15EF4200344407D3A37FA84CC52C01F710D011A034440CB4C467588CC52C0E7993B0B16034440380D535289CC52C0D0202BFB14034440D497EF0E8FCC52C0702D99EB0D0344402D04F5388FCC52C02ECCE0BB0D03444067205E3C8FCC52C01A5500B80D0344402841DA6595CC52C0468B69B8060344400DA36BB89DCC52C02120248DFD024440219C71C4A7CC52C05F951C26F30244402BF1F8CCB0CC52C04D001922EB024440454B5EEDB8CC52C048F207E2E5024440D393042ABCCC52C0C0396E6FE30244409EFC1878BFCC52C05D38A6EFE002444092F7AE1EC1CC52C05025C26DDF024440673A6D0BC2CC52C0C8C6E095DE0244400A9FF3E4C6CC52C0166F8128DA0244408DFC0D03CECC52C0149EB15FD002444097599A4AD1CC52C06E20E928CA0244401BC0876DD3CC52C03E838483C6024440CBD17BD0D5CC52C000663281C2024440CFC19D03D7CC52C0FB4F54F2BC024440B0C22122D8CC52C00F28E423B502444009AF6045DACC52C004AD8FF2AA024440A7069D1FDCCC52C0523797FCA202444072355614DDCC52C06CC6E76A9D024440F9C469E6E7CC52C0425F606F780244407D9A2735EACC52C0EE25448C700244404DD4C671EDCC52C029E2803766024440E2C9C936F1CC52C0BD4B6D4A590244402C32705BF3CC52C07A4C68B94E0244406219B629F4CC52C035B5B2BD4A024440F77B4C2BF4CC52C0ECF9D8B54A02444055DABA3BF5CC52C0FBA97774450244404A3EACACF8CC52C0B3FADDA4360244400FED72CBFBCC52C0CFB005EF2B0244400EED3C84FECC52C09B4294E322024440D708E9FCFFCC52C0E0F91DE31F024440E7DB84AB00CD52C0EB60E47E1E0244404E56124704CD52C00994982A1A0244400A02C99208CD52C0769EC31C180244409885ABB20DCD52C0D28DB437170244409BDAC66712CD52C068D0101C19024440853B51DF16CD52C0CAA6B2FD1A0244404B1D060C1BCD52C0EFE6350D1D024440FAE7BB731BCD52C0AC7F67401D02444006F2D1D21ECD52C08DA39F151F0244402E99C0CB23CD52C0E693B2DD1F02444003C26CC427CD52C098C66BBD1B0244403AFA10C12BCD52C040C6DDAD1602444095785DFF31CD52C0FF0049FA0D024440BAAE6A7C35CD52C0C159A51803024440A8943D8536CD52C06460549CFA0144407322C68636CD52C000237694FA0144400308E7C736CD52C0B1E1037EF801444035E3FCC738CD52C05E6EBEDCF0014440945CADC938CD52C0C21B42D6F0014440A360056639CD52C0A9CEDC81EE014440E51C189C3ACD52C022BA9CFCE801444026AC94B23ACD52C071781298E80144408E2C62CE3ACD52C0AC131318E8014440ECFBBAEC3BCD52C0DC89C405E301444081A2E2643CCD52C03149288EE00144401D48E2373ECD52C0D8B94EF7D6014440CBC51D9A40CD52C0BB44C098CC014440B9C36B1A42CD52C0BDA84DDFC30144407D65A6F043CD52C0671A544FBA0144408E26B0FD43CD52C0699DE00ABA0144409C02455444CD52C062B43579B801444035AA078745CD52C0C81F96EBB20144408B02C1F745CD52C06B5B04DFB0014440ECF0A24249CD52C046DB0DB4A101444064559A6F5ACD52C0398D02E4B70144400D28C7BF5CCD52C013367097BA01444034B9AC7C7BCD52C09529EC81DA0144400C7C9C4F7BCD52C048F80762DB014440CB3E579279CD52C001337CE1DF0144403E6F7A8679CD52C0AFD7A600E001444003398B2D74CD52C0980529D4ED014440E08B3D5F77CD52C03720EFB1F001444056035B0773CD52C0BB7C028EFB014440C02FBCE66DCD52C00FA38A3DF7014440E451953D6CCD52C00756838EFB0144400E6F331471CD52C0BBFFDA7600024440D0454D9A6ECD52C0091293AB070244403B5B7A886CCD52C07D30E3B00D024440C640F65D73CD52C0AD74583214024440A255FBD778CD52C0C2575F671902444012662A9F85CD52C053188A41270244409CAAA33587CD52C0A0A0DC762B02444053D436CE87CD52C030E69CF82D024440959C93EB87CD52C026A2A0732E0244408B79FBE087CD52C0F595F3A9300244408BEB6BD687CD52C05DDB01DF32024440591B75409ACD52C07404C18950024440E58FBD4A9CCD52C0A70850A7540244400A33E2559ECD52C0FF70D6545902444088B159F59FCD52C09FD5B5B55D0244402AB7A2D5A1CD52C0765C4B82630244407D745B5197CD52C0FF40371F6D02444065165A788CCD52C0D0C835007702444037B6D0F890CD52C0D49134C9820244408ADFC52FA6CD52C02CF21E4CBA0244400BD2354EAACD52C0D5B4F5FDC402444031866F02ADCD52C048E41002CC02444091CD7734B3CD52C09FC3DAF8DC02444030D08F16B9CD52C08F408541EC024440CEB7434CC8CD52C09953E58D0F0344400D5861F0D6CD52C08B2C39B5FF024440E56E0EA0D8CD52C05B3DB29F0203444079469EB3DACD52C01CB7A43706034440DFDA244BDCCD52C09C02C2B00803444006434F22DECD52C06C647E8C0B03444035B2329BEACD52C0171D93E31E0344407F82D7B3EBCD52C028E0DCA5200344408F978563ECCD52C0E2F1384721034440FE4AE867ECCD52C02E35644B210344405665EBAFECCD52C083FD0A8D210344409E411250EDCD52C0B8C4CE1D2203444010E5321FEECD52C01D7EB4DA2203444005F53290EECD52C0DEB02241230344404061EAE9F8CD52C08BEB379B2C034440FEAAFFF0F8CD52C0E8F78DA12C0344405E32CD82F9CD52C0C76C3E252D03444032BC5AD4FBCD52C07686990D2F03444031A394F8FBCD52C0E7A7872C2F034440A9B5FC03FCCD52C030CB27362F0344404EFD7756FCCD52C0D1D3ED4C2F0344403E471A52FDCD52C071323E922F034440A8F3727CFECD52C0E45BB16B31034440508E4798FFCD52C04946711A34034440219E5DF5FFCD52C0D2BD11FB340344403963794800CE52C0832F65C33503444069B2B6DF02CE52C0C49D66F23C0344400AE8E67C05CE52C08782EE314403444042DE522C06CE52C05B673E1846034440D1FAD99A0FCE52C072DADFDE580344407917920418CE52C02DF1678E67034440623829B11DCE52C0C596E65F720344406C96BF8D1ECE52C0430A7A04740344404568443A1FCE52C0B5E6644D750344403CD060D828CE52C0779F031F870344409D72EB9C32CE52C055BD3CAC7D03444067E80CD237CE52C042E87EA78A0344408122F87B3BCE52C093445C1A94034440287BCE5841CE52C01D8EA950A3034440F2F53D3146CE52C04B7175CEB0034440C0B5031449CE52C0C71CCE26B90344400BA590744DCE52C05B4ABD06C503444015973D3353CE52C0F9726FF3D4034440F097D76E58CE52C0A15F44CFE2034440A3E2ECC35FCE52C068BFD019F6034440E156A08568CE52C0179E8E2F0D0444402D6812D760CE52C0E4F4649015044440D1AFD51E64CE52C04E58D95D1E044440EBB4881568CE52C0369BB100290444408B2F1C6E6CCE52C09587F41D3504444046BFD85774CE52C05B422D3A4A04444076A0A7B27ACE52C0CCE6DA7144044440648B3A547BCE52C08208E7F04304444028290C5D83CE52C07AB092D83C044440788C46A585CE52C0E9C1E5033B0444409A07D8E78CCE52C0888550814E0444400B21C70A9ACE52C03C7905C571044440358C5E0E9ACE52C0160CACCE710444400AED08EEA3CE52C07EDA4DA3660444402C1652C0B6CE52C0CFE7816851044440EAD96C37C9CE52C016949BC63C0444402747D885C9CE52C0363433583D044440AEBBE50EE3CE52C00609F3C06C044440F8CA462AE8CE52C09533533168044440B08F91A3E8CE52C0B289FDC467044440107E7333EFCE52C087D816E96104444072889939F1CE52C0F67635936004444032107EB9F2CE52C06FD5DC1C5F0444408C188E4DF4CE52C08486F65E5D04444037D82005FACE52C0CC2C1E73570444409F4A6E5908CF52C03FDE3BF97504444053DBB74209CF52C0F60F2BEA77044440C9156BE90ACF52C0234DAEE17B044440CBEA7BE310CF52C0F427D0378A044440E0C1B25318CF52C0ECF093397E04444032883D181DCF52C01DDD428676044440F6B1D0031FCF52C03C7DA9FE740444408FBD0FC41FCF52C0192DC535760444403036E8CA23CF52C0DF30AE3F7C044440A774E40128CF52C04062FFEC8104444036ABB23629CF52C04BE5BF4983044440F3A691832CCF52C08D41E803870444405C04DD4331CF52C03EFB21A38B04444088EF172332CF52C03BE49A7B8C044440C437967835CF52C013273FB78F044440FFAB770536CF52C0D5B1DC3F9004444021B6B0593CCF52C0DF28A9C295044440094E14F644CF52C04EC95ADB9C04444031C3224648CF52C03BF540969F044440F8AE829551CF52C06E15E88DA70444409BB4B8C456CF52C0831BBC98AD04444002DF43C75DCF52C0D08C4235B7044440093A644766CF52C01D9A350CC20444408E9BBD126CCF52C0067A9A02C9044440D2787A4F6DCF52C0E530307FCA04444011898B0474CF52C0EA3C2006D0044440331A62257BCF52C01B5B3A3ED30444403E82C17B7ECF52C08CD1A83FD40444405F155D4580CF52C03A944FD6CF0444404FAC3A4483CF52C0AACCA5B5C8044440BB29E8F284CF52C0B3BEA8E8C6044440A9EE664A8CCF52C00929333BBE044440930BFA2691CF52C0403852ECB90444404C282EC198CF52C0B18C491EB1044440E746644AA1CF52C0BC13C7F1B904444016E214C2B0CF52C06114EB3EC7044440889B97D6B5CF52C08998E84DCD044440B40D8A38BCCF52C05288CB16D904444059A31177BFCF52C04E340077E004444069644852C4CF52C07D2DE311ED044440152B4CB3CECF52C0952F88E90A0544403967171FD6CF52C08AC240CA250544403EB1EE36D9CF52C03F8368952E05444064B4F63FE0CF52C05896E8213E054440F10A79AEE4CF52C0CB664D074705444053924196EDCF52C0BF9DC96357054440D500977CF7CF52C0FF9C4ECC67054440F39828F305D052C002491A347E054440E3DE218D11D052C0C3F208F18E054440F42709F421D052C0DEA8D49AA6054440102FDC9139D052C070705617C60544407409562368D052C0869FC695FE054440C7A24BF38CD052C0DC13E402350644409055EF6398D052C0C987656F47064440FC0D8E4EA3D052C0087371E75A0644401E68F32EB8D052C09AC50B258306444080ED13C9C3D052C08A154BD59A064440E9AEE10ECED052C05B558BCEAF064440818EB2B1EDD052C09D1441DFEA064440712069FBEBD052C0F50D86A5ED064440C51A6B41E3D052C05A80C8C9FB06444017DE398FDFD052C0B1ED109802074440901D828CDFD052C043A4129D0207444084955687DDD052C050315C5506074440A1A997ADD8D052C02D83D6430F074440E4C42AD994CF52C08E9D7C5363094440F69C9F2292CF52C04EECB27768094440E8A29C1292CF52C06E810C96680944408D2D63708ECF52C03623E0786F09444038099AD87ECF52C0CD2B83488E094440DDDA7221EACE52C0351D5815B40A44404181EE13EACE52C00C239617B40A44409D3B8B11E9CE52C051ED7942B40A4440181D50BDE8CE52C01A397550B40A44402F8B0A93E8CE52C081AEAD43B30A4440CE4BDC58E8CE52C05B08CDD1B10A44403B4519E9E7CE52C0485D3F0BAF0A4440FAA741AFE6CE52C050252C34AB0A4440FB22A6A8E4CE52C0FBA03C86A80A4440EF81B216E1CE52C0EE58EE2DA50A4440E215E128D9CE52C09D40830D9F0A4440D2499B9CD6CE52C03DBABA8C9C0A4440CC49848DD2CE52C04D5EC896970A44403FED767DCFCE52C0FDD233DD940A4440BBE6189BC6CE52C00CE03E49910A44405D1F7B74BDCE52C038FE4E188E0A44407831B44EB8CE52C001AE59E08B0A444030E20C94B3CE52C03359F414880A4440EE7095B1AECE52C0D8CCECAC850A444090685F3EADCE52C0CF03F89C840A44400FC17321ADCE52C0A602A887840A44404652F107A8CE52C0CD0B95BF800A4440CE848B729ECE52C047827A67790A4440B35E2E2494CE52C0D856D0966E0A444060AE163A91CE52C01EEDC0DF6A0A4440B71BB6798ECE52C06966605F650A444020D273B08DCE52C08C9EBBD1610A4440A3C3958F8CCE52C0BE681FB85C0A44400645B9538BCE52C018E1F36D580A4440567295F58ACE52C02CCBC936570A44404A2A45BB8ACE52C052710976560A44400B1B2B3C88CE52C00115EBDF510A4440732BADDB82CE52C004AF9413470A4440D8D680E080CE52C0D6BEE001420A4440DBD063997DCE52C027DA9487390A44408255902C7CCE52C09AC2FCD7350A4440B786587B7ACE52C04A6364312F0A44400F19E5F377CE52C0662B10B8240A44406E6A672077CE52C0B04D5B4E210A4440,9,28,9,19128,
0106000020E6100000010000000103000000010000000F0000004967F6677FCA52C09E9278519CF94340EB48C4A075CA52C009BEE2F499F94340B8399B7973CA52C04CE563F799F94340148307B76ECA52C04C9D4DC398F943401F06770C6ECA52C08B1B36AD98F94340D4911E0E6ECA52C0461AC89E98F94340260C72E470CA52C05517EDE07FF943409A15992D7ACA52C00215B50F82F943400484912D82CA52C03E77681A84F943404682AE8984CA52C0D72E8D7784F943405CA0E58D84CA52C094DC337884F94340F357F84383CA52C02200EF4E91F943400ADB09DD81CA52C0353AE89B9DF94340A21307D981CA52C02988CC999DF943404967F6677FCA52C09E9278519CF94340,15,9,15,19109,
